rank,lemma,PoS,DISPERSION,TOT FREQ,SPOKEN,FICTION,POP MAG,NEWSPAPER,ACADEMIC,MAG:News/Opin,MAG:Financial,MAG:Sci/Tech,MAG:Soc/Arts,MAG:Religion,MAG:Sports,MAG:Entertain,MAG:Home/Health,MAG:Afric-Amer,MAG:Children,MAG:Women/Men,NEWS:Misc,NEWS:News_Intl,NEWS:News_Natl,NEWS:News_Local,NEWS:Money,NEWS:Life,NEWS:Sports,NEWS:Editorial,ACAD:History,ACAD:Education,ACAD:Geog/SocSci,ACAD:Law/PolSci,ACAD:Humanities,ACAD:Phil/Rel,ACAD:Sci/Tech,ACAD:Medicine,ACAD:Misc,SPOK:ABC,SPOK:NBC,SPOK:CBS,SPOK:CNN,SPOK:FOX,SPOK:MSNBC,SPOK:PBS,SPOK:NPR,SPOK:Indep,FIC:Gen (Book),FIC:Gen (Jrnl),FIC:SciFi/Fant,FIC:Juvenile,FIC:Movies
56701,negligibly,r,0.73,21,1,1,3,1,15,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,1,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56711,family-focused,j,0.69,22,0,0,2,10,10,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,3,0,0,1,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56721,robbin,n,0.69,22,1,16,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,9
56731,conterminous,j,0.66,23,0,0,2,1,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56741,adsorbed,j,0.63,24,0,0,5,0,19,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56751,electrocautery,n,0.32,48,0,0,2,0,46,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56761,intactness,n,0.66,23,1,3,0,1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0
56771,nurse-midwife,n,0.66,23,0,5,6,10,2,0,0,0,0,0,0,1,0,3,2,0,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
56781,F-ratio,n,0.66,23,0,0,2,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56791,Appian,j,0.68,22,0,7,11,2,2,2,3,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0
56801,one-to-many,j,0.58,26,0,0,2,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56811,unpermitted,j,0.72,21,1,1,0,7,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,3,6,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56821,celeriac,n,0.72,21,1,1,8,10,1,0,0,0,0,0,0,0,7,0,0,1,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
56831,load-carrying,j,0.72,21,0,0,16,0,5,0,0,5,1,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56841,two-finger,j,0.75,20,1,9,6,1,3,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,0,1
56851,then-wife,j,0.75,20,5,0,6,9,0,2,0,0,0,0,0,3,0,1,0,0,4,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0
56861,pudding-like,j,0.75,20,2,3,7,8,0,1,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0
56871,county-by-county,j,0.75,20,3,0,4,11,2,2,0,0,0,0,2,0,0,0,0,0,7,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
56881,blurriness,n,0.75,20,1,3,7,3,5,1,1,2,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
56891,subcontinental,j,0.75,20,0,1,5,3,11,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56901,punkish,j,0.75,20,1,7,7,3,2,1,0,1,1,0,0,3,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,1
56911,coffee-growing,j,0.75,20,1,0,4,8,7,3,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56921,aeronautic,j,0.75,20,1,1,5,10,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
56931,ricocheting,j,0.79,19,0,9,4,6,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0
56941,goodwife,n,0.52,29,0,26,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,0,0
56951,spare-parts,j,0.62,24,0,2,8,4,10,2,2,0,0,0,2,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
56961,buckling,j,0.65,23,0,9,2,2,10,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1
56971,great-granddaddy,n,0.68,22,2,14,4,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,5,0,4
56981,textualized,j,0.53,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56991,opposite-field,j,0.71,21,0,0,1,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57001,unsaddled,j,0.71,21,0,16,4,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,2,1
57011,reclaim,n,0.57,26,4,3,2,4,13,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,1,0,0,0,11,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0
57021,dark-rimmed,j,0.74,20,1,9,3,4,3,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,3,1,2,1
57031,blue-and-green,j,0.74,20,0,11,2,6,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0
57041,pre-written,j,0.74,20,2,2,3,5,8,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
57051,half-wild,j,0.74,20,0,11,4,3,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0
57061,transcending,j,0.74,20,5,1,1,3,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,2,2,1,1,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0
57071,limpness,n,0.74,20,1,8,7,1,2,0,0,1,0,0,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0
57081,less-populated,j,0.74,20,1,1,6,6,6,0,1,1,0,1,1,0,2,0,0,0,4,0,1,0,0,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
57091,orienteer,n,0.32,47,0,0,16,0,31,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57101,Serb-led,j,0.64,23,3,0,2,17,1,2,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
57111,ostracized,j,0.78,19,3,2,6,6,2,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0
57121,well-characterized,j,0.78,19,2,0,5,2,10,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
57131,ribbon-cutting,n,0.78,19,2,1,3,12,1,0,0,0,0,0,2,0,1,0,0,0,4,1,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
57141,Chinese-owned,j,0.78,19,3,1,3,6,6,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,3,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
57151,chondritic,j,0.57,26,0,6,15,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
57161,thermoluminescence,n,0.67,22,0,1,8,0,13,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57171,pro-level,j,0.53,28,0,1,27,0,0,0,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57181,expatriation,n,0.70,21,2,3,0,4,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,0,1,1,4,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0
57191,slantwise,r,0.70,21,0,18,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,0,0
57201,phishing,j,0.55,27,1,0,11,14,1,0,0,10,0,0,0,0,1,0,0,0,1,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57211,seed-starting,j,0.64,23,0,0,23,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57221,ten-speed,n,0.73,20,0,14,6,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0
57231,char-broiled,j,0.73,20,1,2,6,11,0,1,0,3,0,0,0,0,2,0,0,0,3,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
57241,super-strong,j,0.73,20,0,3,15,2,0,0,2,2,0,0,8,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
57251,earless,j,0.73,20,0,10,7,3,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0
57261,sashay,n,0.73,20,0,14,3,3,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,2
57271,sink-or-swim,j,0.73,20,1,0,4,9,6,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,1,4,1,0,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57281,sandblasting,n,0.64,23,1,0,7,11,4,0,0,3,3,0,0,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57291,tailgating,j,0.67,22,1,2,5,14,0,0,1,0,0,0,1,0,2,0,0,1,3,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
57301,electroplate,v,0.26,56,1,1,1,3,50,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
57311,frontality,n,0.63,23,0,0,9,0,14,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57321,caber,n,0.69,21,0,3,8,7,3,1,1,0,0,0,0,1,5,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
57331,seven-card,j,0.69,21,0,11,6,4,0,0,3,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
57341,gonadotropin,n,0.69,21,0,2,13,1,5,1,0,4,1,0,0,1,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
57351,greaseless,j,0.77,19,0,3,6,10,0,2,0,0,0,0,1,0,1,1,0,1,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
57361,downslide,n,0.77,19,6,1,3,6,3,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,1,0,1,0,0,0
57371,eight-footer,n,0.77,19,1,2,6,10,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
57381,land-hungry,j,0.77,19,2,3,4,2,8,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0
57391,bundled-up,j,0.77,19,0,9,4,6,0,1,0,0,0,0,1,0,1,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2
57401,acerbically,r,0.77,19,0,3,9,2,5,3,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
57411,long-extinct,j,0.77,19,0,5,10,1,3,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0
57421,redolence,n,0.77,19,1,11,4,1,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,3,0,0
57431,blackening,j,0.77,19,0,10,3,2,3,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0
57441,soon-to-open,j,0.77,19,1,0,7,11,0,0,1,0,1,0,0,1,4,0,0,0,2,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57451,equipoise,n,0.69,21,0,2,5,3,11,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
57461,single-arm,j,0.60,24,0,1,23,0,0,0,0,2,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57471,horehound,n,0.66,22,0,6,14,1,1,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0
57481,carbon-carbon,j,0.34,42,1,0,7,0,34,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57491,pizzicato,n,0.72,20,1,4,4,3,8,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1
57501,recyclability,n,0.72,20,0,0,4,2,14,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57511,executive-search,j,0.72,20,0,0,13,7,0,4,7,0,0,0,0,0,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57521,tallness,n,0.72,20,0,15,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,0,1,0
57531,all-German,j,0.58,25,0,0,6,11,8,6,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,3,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57541,maki,n,0.63,23,3,4,2,13,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0
57551,upper-end,j,0.69,21,0,0,4,15,2,1,1,0,0,0,2,0,0,0,0,0,8,0,1,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57561,two-back,j,0.69,21,1,0,7,13,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57571,intransitive,j,0.60,24,0,3,1,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
57581,multinomial,j,0.57,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57591,anti-institutional,j,0.65,22,0,0,4,4,14,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,8,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57601,whipper,n,0.75,19,6,1,7,3,2,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,3,0,0,1,0,0,0
57611,upwelling,j,0.75,19,1,4,7,0,7,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0
57621,gorgeousness,n,0.75,19,0,7,9,2,1,0,0,0,1,0,0,1,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0
57631,not-so-friendly,j,0.75,19,3,2,6,6,2,1,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0
57641,stabbed,j,0.75,19,1,8,2,7,1,0,0,0,0,0,1,0,1,0,0,0,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,2
57651,outworn,j,0.75,19,0,4,3,4,7,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
57661,media-saturated,j,0.75,19,0,1,3,10,5,0,1,0,0,0,0,1,0,0,0,1,3,0,0,1,1,4,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57671,gloating,j,0.75,19,4,8,2,3,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,1,3,3,0,1
57681,laudably,r,0.75,19,0,1,7,2,9,1,0,0,1,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57691,five-story,n,0.75,19,0,3,11,5,0,2,1,0,0,0,1,3,3,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
57701,anti-whaling,j,0.40,36,0,0,4,2,30,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57711,redware,n,0.60,24,0,0,23,1,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57721,flash-frozen,j,0.71,20,1,0,14,3,2,1,1,3,0,0,2,0,4,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57731,more-recent,j,0.71,20,0,0,14,3,3,4,0,6,2,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57741,union-busting,j,0.71,20,4,0,9,3,4,7,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
57751,cell-surface,j,0.71,20,0,0,9,0,11,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57761,six-fifteen,m,0.68,21,0,18,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,0,1
57771,polonaise,n,0.65,22,0,12,4,5,1,3,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,3,0
57781,tare,n,0.62,23,0,9,1,5,8,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0
57791,unintelligibility,n,0.59,24,0,0,2,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57801,oil-company,j,0.74,19,0,3,6,9,0,4,0,0,0,0,0,1,0,1,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
57811,dashingly,r,0.74,19,2,8,5,4,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,2
57821,multilane,j,0.74,19,2,2,5,8,2,3,0,0,0,0,1,1,0,0,0,0,3,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0
57831,expiry,n,0.74,19,2,4,2,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0
57841,bridgework,n,0.74,19,2,7,7,2,1,1,1,0,1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,1
57851,defrauded,j,0.74,19,3,1,4,8,3,1,1,1,0,1,0,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
57861,gerrymandered,j,0.74,19,2,0,5,9,3,5,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
57871,over-65,m,0.74,19,4,0,5,8,2,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
57881,all-cash,j,0.71,20,1,0,2,17,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57891,bugging,j,0.71,20,9,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,2,0,3,0,0
57901,kip,n,0.71,20,1,13,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,7,2,0,2
57911,defrosted,j,0.67,21,0,5,5,10,1,1,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
