rank,lemma,PoS,DISPERSION,TOT FREQ,SPOKEN,FICTION,POP MAG,NEWSPAPER,ACADEMIC,MAG:News/Opin,MAG:Financial,MAG:Sci/Tech,MAG:Soc/Arts,MAG:Religion,MAG:Sports,MAG:Entertain,MAG:Home/Health,MAG:Afric-Amer,MAG:Children,MAG:Women/Men,NEWS:Misc,NEWS:News_Intl,NEWS:News_Natl,NEWS:News_Local,NEWS:Money,NEWS:Life,NEWS:Sports,NEWS:Editorial,ACAD:History,ACAD:Education,ACAD:Geog/SocSci,ACAD:Law/PolSci,ACAD:Humanities,ACAD:Phil/Rel,ACAD:Sci/Tech,ACAD:Medicine,ACAD:Misc,SPOK:ABC,SPOK:NBC,SPOK:CBS,SPOK:CNN,SPOK:FOX,SPOK:MSNBC,SPOK:PBS,SPOK:NPR,SPOK:Indep,FIC:Gen (Book),FIC:Gen (Jrnl),FIC:SciFi/Fant,FIC:Juvenile,FIC:Movies
961,treat,v,0.97,40264,8697,4073,10390,7346,9593,1981,503,1165,459,408,691,380,3050,492,319,942,2891,337,640,578,540,1171,691,498,935,682,1691,996,807,786,1209,2066,421,1596,481,1292,2041,462,86,577,1561,601,1001,1604,906,234,328
971,worry,v,0.96,40210,10667,11039,7669,8132,2323,1761,608,802,331,251,890,420,891,275,371,1069,2858,507,671,531,881,1223,1151,310,408,203,458,369,152,242,257,58,176,2067,758,1595,2269,723,61,661,2015,518,2827,4243,2253,527,1189
981,writer,n,0.96,39666,5122,4492,9341,11068,9498,2506,300,772,1265,596,899,616,1028,523,85,751,3986,240,947,618,444,3147,872,814,1525,792,854,510,3266,668,414,51,1418,428,230,773,731,213,30,283,2328,106,1015,2602,563,84,228
991,dream,n,0.96,39613,6614,13284,8392,7369,3711,1602,450,960,585,311,942,612,980,699,244,1007,2457,268,405,459,334,1811,1225,410,616,202,476,210,945,575,178,23,486,1326,614,1366,984,161,31,312,1248,572,2715,6244,2921,428,976
1001,somebody,p,0.90,41664,22833,8759,3761,5062,764,734,243,320,141,143,572,503,275,327,97,406,1670,91,357,314,243,999,1243,145,67,55,145,197,75,67,49,17,92,3489,1540,3440,5041,1773,294,1226,3841,2189,2083,3591,1733,202,1150
1011,fall,n,0.96,38822,4908,5571,11083,11877,5246,1945,611,850,658,279,2320,589,2401,302,259,869,3897,446,889,1174,1218,2352,1576,325,773,618,674,490,596,332,1125,341,297,782,398,790,991,274,35,331,1161,146,1211,2480,885,163,832
1021,agent,n,0.96,38265,6756,5583,7456,11657,6545,2112,901,730,467,165,775,476,1021,271,28,510,3522,523,915,642,1024,1459,3347,225,1084,240,926,745,722,683,1075,876,194,1183,449,1366,1495,416,89,354,1255,149,1496,1048,1158,142,1739
1031,test,v,0.95,38644,5572,2632,11120,6472,12783,1357,496,3110,340,121,1824,206,2577,233,263,593,2602,198,537,454,666,951,822,242,492,2250,2816,504,457,823,3367,1886,188,1047,367,841,1286,239,34,316,1240,202,550,958,760,82,282
1041,investment,n,0.93,38810,4300,870,11097,12063,10428,2738,4485,444,454,120,314,124,1249,855,41,273,3313,618,759,452,5581,601,341,398,3255,287,1784,2595,264,157,1779,207,100,830,180,595,897,250,17,639,775,117,249,379,151,13,78
1051,civil,j,0.95,37742,8739,1491,6583,8846,12010,2846,188,224,942,432,337,216,340,610,94,354,3646,801,1275,630,368,1071,193,862,4147,224,1316,3358,429,1028,890,100,518,1659,231,871,2087,565,74,1071,1936,245,400,617,221,118,135
1061,mouth,n,0.88,40200,3057,26093,5619,2789,2039,898,124,528,385,111,793,265,1021,177,435,882,914,84,142,176,116,710,480,167,160,28,244,69,611,161,354,204,208,521,265,527,554,176,31,88,607,288,5874,11690,4712,885,2932
1071,score,n,0.89,39294,2201,1513,5261,6811,23478,1203,395,829,214,70,916,167,884,153,128,302,2169,210,317,606,360,1189,1716,244,390,7279,7640,209,842,2748,1321,2620,429,340,94,306,340,73,12,128,873,35,283,638,309,92,191
1081,relate,v,0.89,39143,4199,1502,4927,3809,24629,753,185,907,593,386,322,168,851,220,144,398,1309,186,327,286,461,648,371,221,1938,4322,6890,1525,2418,2337,2987,1826,386,649,208,414,966,274,45,355,1067,221,372,677,323,40,90
1091,senior,j,0.93,36598,6944,2084,7350,15125,5000,2432,746,525,384,163,969,273,808,579,108,363,4194,1487,1342,1474,1665,1515,3167,281,936,689,827,644,361,112,928,288,215,972,201,579,2130,479,58,502,1886,137,659,768,433,73,151
1101,speech,n,0.95,35504,10864,3464,5240,6270,9554,2497,209,407,322,308,200,301,285,253,107,351,2592,550,815,353,332,792,273,563,1287,695,1075,1976,1812,994,174,705,836,1886,443,929,2485,1088,81,1218,2098,636,779,1467,759,128,331
1111,global,j,0.92,36381,3798,624,9197,6775,15906,2739,1076,1212,1487,481,825,302,559,161,28,327,2264,618,622,269,1665,599,179,559,4324,976,1957,2487,668,1044,3929,343,178,408,128,322,971,353,48,439,1070,59,103,255,189,11,66
1121,release,v,0.96,34301,8561,4263,7620,9399,4346,1545,217,1248,308,178,1115,740,1231,376,129,533,3380,773,1092,558,794,1539,965,298,563,159,365,477,345,230,1698,334,175,1475,387,910,2142,748,116,815,1805,163,939,1515,1078,152,579
1131,version,n,0.95,34456,3830,2725,10558,7636,9621,1795,587,2904,732,360,1103,645,1579,164,103,586,2634,215,493,331,962,2453,342,206,1070,534,1833,687,2208,1021,1338,309,621,471,241,555,646,182,43,259,1287,146,520,1153,689,55,308
1141,hurt,v,0.94,34445,9953,11281,5083,6415,1340,954,344,392,117,187,716,363,592,347,311,760,1914,207,411,434,732,808,1619,290,255,122,275,206,103,126,110,31,112,1979,725,1579,2010,752,116,563,1205,1024,2811,4392,2391,498,1189
1151,plane,n,0.95,33900,9874,6237,7262,7511,2685,1970,539,1419,962,60,776,310,516,154,195,361,2640,812,924,460,1036,901,435,303,283,24,176,166,392,102,881,516,145,1956,601,1375,2716,631,69,861,1482,183,1444,2330,853,136,1474
1161,perfect,j,0.96,33456,5782,8550,9914,6117,2833,1286,361,965,563,230,1806,463,2264,422,305,1249,1903,97,198,342,261,1709,1279,328,243,165,389,262,601,396,431,48,298,929,672,1383,1034,227,34,216,999,288,2301,3317,1729,362,841
1171,vote,v,0.90,35224,17006,995,4086,10355,2724,2163,166,109,157,242,295,247,127,254,40,286,4107,680,1218,1213,496,564,743,1334,948,97,334,640,104,262,191,35,113,3245,692,1469,4242,1807,169,1819,2905,658,217,323,231,133,91
1181,spirit,n,0.96,32942,3626,6584,7492,4834,10273,1249,208,594,954,1496,477,437,946,591,128,412,1627,216,258,270,244,1428,440,351,1219,233,1791,536,2109,3292,464,56,573,574,199,583,831,160,38,259,761,221,1579,2746,1624,321,314
1191,brain,n,0.95,32852,5615,7315,11529,3735,4460,1618,346,4097,355,99,634,311,2663,119,377,910,1565,71,392,214,180,718,430,165,102,1029,590,208,496,940,594,331,170,1057,465,1069,1008,98,39,187,1517,175,1433,2566,2284,221,811
1201,battle,n,0.96,31989,7515,4209,8065,8068,4024,2303,334,532,2190,245,703,442,462,260,207,387,2846,778,875,532,626,1088,901,422,956,122,608,490,702,322,514,33,277,1463,393,1008,2005,479,104,640,1255,168,988,1151,1308,227,535
1211,stick,v,0.94,32259,6019,11659,7530,5460,1308,1167,589,799,346,123,1134,406,1475,230,369,892,1802,176,284,283,485,1210,910,310,173,82,190,167,203,92,232,37,132,957,533,894,1291,428,110,279,1163,364,2554,4957,2062,429,1657
1221,ship,n,0.93,32588,4303,13300,6469,5055,3314,1564,358,1088,1603,98,437,123,695,90,265,148,1890,507,388,313,205,1224,237,291,776,49,425,371,404,143,802,78,266,934,215,414,980,222,30,476,927,105,1410,2819,7293,386,1392
1231,park,n,0.93,32322,3039,4373,11373,10677,2733,1235,315,530,743,79,5905,238,1403,147,335,443,4154,193,470,1508,619,2127,965,641,308,52,686,96,135,76,1174,110,96,499,279,595,539,59,23,172,729,144,851,1965,808,156,593
1241,truck,n,0.94,31536,4746,11650,5562,7502,1678,1246,525,770,287,53,1044,301,729,87,207,313,2708,580,778,630,1092,938,433,343,159,20,308,150,92,49,755,59,86,934,327,872,866,178,58,279,1065,167,2516,5001,1081,257,2795
1251,refuse,v,0.98,30173,5072,6300,5916,7436,5262,2099,280,319,428,418,524,403,394,264,142,645,2675,828,834,507,469,832,765,526,1267,156,819,916,656,604,304,180,360,1086,223,709,1100,332,63,484,881,194,1624,2822,1312,283,259
1261,club,n,0.95,30800,3468,4487,8215,10815,3705,1027,541,405,500,75,2861,556,1061,566,135,488,3064,144,308,858,570,1720,3886,265,529,252,1011,162,319,245,937,52,198,549,251,509,692,112,37,159,854,305,1223,1807,615,158,684
1271,shape,n,0.95,30396,3119,6977,10756,3953,5433,892,238,1847,2220,172,1193,147,2673,285,347,742,1243,112,198,203,249,1085,639,224,435,281,820,219,1070,317,1403,590,298,542,268,552,622,162,12,198,623,140,1322,2867,1877,224,687
1281,band,n,0.96,29769,3943,5135,7603,8104,4868,947,204,795,472,65,562,3001,771,210,123,453,3259,118,388,636,207,3044,285,167,895,54,420,50,2306,100,703,177,163,353,138,739,533,76,23,135,1824,122,1017,2179,913,271,755
1291,demand,n,0.93,30519,3253,1356,6191,6920,12741,1777,839,595,693,299,513,133,776,194,62,310,2239,655,488,335,1622,833,387,361,2323,1290,3122,1628,823,635,2066,474,380,522,68,317,911,192,24,433,725,61,404,519,323,42,68
1301,facility,n,0.93,30107,3634,1342,5567,7684,11826,1367,465,708,497,142,945,147,706,222,133,235,3165,277,357,806,844,927,912,396,799,629,2245,1273,241,303,4628,1608,100,628,92,502,879,242,26,382,798,85,275,354,504,16,193
1311,basis,n,0.92,30377,5484,890,4885,4100,14963,1163,455,616,464,382,338,105,823,201,87,251,1405,266,372,276,473,540,385,383,1945,1606,2811,2266,1282,1418,2239,966,430,1022,202,590,1387,364,49,670,978,222,246,349,217,19,59
1321,feed,v,0.97,28494,4606,5836,8044,5612,4223,1658,513,1154,396,270,1452,183,1330,134,336,618,1721,323,367,297,1377,734,425,368,373,89,612,547,244,225,1808,142,183,748,238,630,1199,302,31,478,832,148,1150,2510,1367,233,576
1331,river,n,0.95,28862,2437,9304,7857,4959,4174,1301,92,807,989,146,2849,93,991,46,384,159,2160,302,418,323,146,956,416,238,530,31,627,361,377,346,1583,94,225,260,111,483,425,67,20,179,842,50,2043,4594,1621,395,651
1341,ear,n,0.92,29597,2441,14701,5263,2591,4328,761,163,492,255,132,616,268,1341,130,438,667,856,94,115,138,88,773,346,181,156,67,170,67,679,167,260,2508,254,427,180,383,495,89,15,102,620,130,3285,6409,2937,661,1409
1351,gather,v,0.97,27659,4406,8051,5656,4763,4599,1170,218,710,553,389,584,231,1013,187,249,352,1720,407,468,347,266,901,434,220,716,567,891,277,571,355,783,210,229,1060,190,435,883,147,51,369,1167,104,1699,3348,1652,403,949
1361,aspect,n,0.90,29460,3435,1193,4675,3431,16667,803,184,811,827,392,360,127,660,182,67,262,1221,162,235,205,201,812,368,227,2044,1968,3613,1332,2900,1760,1875,754,421,533,119,334,805,201,23,343,936,141,275,541,320,15,42
1371,mean,n,0.91,28991,3468,2154,4568,3030,15706,1205,207,597,552,445,371,111,577,161,84,258,1096,270,211,175,209,502,192,375,1900,2186,3399,1567,1948,1523,1834,894,455,680,135,428,742,208,34,381,706,154,451,809,636,93,165
1381,measure,v,0.91,28612,2116,1733,7234,3204,14287,994,432,2317,393,148,788,89,1433,110,182,348,1151,108,219,199,383,623,314,207,631,2009,3499,600,538,975,3871,1930,234,331,96,293,375,87,17,205,670,42,404,833,361,42,93
1391,engage,v,0.92,28194,4327,2104,4698,3339,13637,1260,143,575,595,548,301,170,487,210,77,332,1274,269,346,182,257,562,186,263,1952,2001,3735,1431,1610,1143,921,370,474,823,208,470,1029,332,45,445,749,226,519,846,454,51,234
1401,youth,n,0.93,27755,2200,2863,4578,7010,11039,1069,104,291,371,433,386,227,424,526,457,290,2489,388,456,989,178,1190,906,414,951,1358,5389,358,806,338,361,1189,289,376,95,294,369,96,17,164,676,113,654,1400,593,76,140
1411,apparently,r,0.97,26513,7874,5115,4158,4679,4474,1398,189,711,316,172,356,268,391,67,40,250,1538,456,343,369,254,585,667,467,721,188,728,449,868,382,682,151,305,1283,467,916,2161,707,172,379,1451,338,1283,1782,1644,116,290
1421,intelligence,n,0.92,27555,8234,2155,5381,5491,6190,2948,162,715,750,107,104,154,132,78,23,208,1889,1581,852,181,193,361,106,328,1253,1817,404,769,454,592,552,62,287,1108,251,785,2429,847,152,838,1753,71,535,593,803,54,170
1431,context,n,0.86,29113,2825,679,2534,1588,21467,580,71,384,403,554,74,65,178,38,35,152,600,86,154,61,58,403,71,155,3007,2424,5105,2021,4016,2282,1616,461,535,453,115,250,612,252,26,354,658,105,105,384,147,18,25
1441,dress,v,0.93,26669,2725,10979,6486,4326,1800,779,147,234,275,123,435,391,1909,483,269,1441,1597,166,162,274,160,1410,389,168,211,78,413,59,582,103,111,74,169,455,362,499,391,76,34,52,591,265,2658,4349,1711,433,1828
1451,average,n,0.93,26568,2233,441,6733,10387,6763,1098,1577,789,198,81,999,74,1293,258,88,278,3454,154,360,933,1381,1653,2294,158,458,1363,1806,295,125,196,1564,834,122,445,73,242,541,106,10,326,400,90,111,183,96,12,39
1461,dangerous,j,0.97,25170,6880,4603,5312,4663,3562,1509,162,643,380,252,651,225,743,127,186,434,1749,395,384,346,223,602,472,492,645,143,634,645,403,355,404,100,233,1391,456,1093,1612,483,83,457,1088,217,958,1553,1464,194,434
1471,Internet,n,0.90,26983,5605,724,7653,8135,4844,1420,1622,2013,624,187,215,250,692,128,121,381,2576,200,724,274,2865,1046,248,202,540,641,1086,914,383,187,646,111,336,385,296,517,1642,483,89,319,1781,93,136,257,225,31,75
1481,finding,n,0.85,28246,1548,327,3422,2050,20873,658,130,1285,143,70,140,56,671,71,43,155,923,87,316,156,200,211,65,92,702,4249,7861,627,469,1625,1925,3237,178,262,91,178,353,85,10,173,370,26,80,98,123,5,21
1491,famous,j,0.97,24631,5288,3990,6569,5101,3560,1386,255,776,782,155,784,518,922,293,181,517,1722,147,273,200,224,1745,547,243,444,84,473,339,914,285,505,23,493,847,348,851,1143,200,46,160,1415,278,967,1855,644,193,331
1501,cut,n,0.94,25327,7763,3567,5606,6836,1468,1517,425,518,175,46,743,246,1130,144,97,565,2485,147,677,523,958,802,765,479,191,89,291,145,172,43,359,101,77,1396,212,1130,2128,615,43,721,1092,426,657,1080,513,90,1227
1511,circle,n,0.95,24735,1738,6789,5353,3849,6859,962,189,843,429,218,623,199,1012,224,238,416,1311,205,190,305,197,1106,381,154,766,267,663,378,892,428,3066,110,289,277,135,256,312,98,29,110,455,66,1330,3175,1370,209,705
1521,train,v,0.97,23990,4500,2936,5784,5293,5401,1145,322,566,516,241,813,153,1162,233,224,409,1867,397,398,420,304,807,823,277,627,1007,1186,376,537,295,728,471,174,818,239,731,1045,245,39,335,901,147,632,921,725,120,538
1531,hate,v,0.93,24921,5403,10912,3841,3445,954,861,205,279,144,168,417,415,352,188,146,666,1160,125,165,194,144,833,567,257,142,74,155,100,117,114,39,14,199,933,302,863,1030,431,81,222,866,675,2875,4478,1929,465,1165
1541,intend,v,0.97,23554,3736,3888,4354,4701,6730,1124,264,520,516,286,431,166,679,119,52,197,1575,373,530,393,557,631,346,296,928,533,935,1185,1110,742,778,221,298,777,170,506,787,179,41,393,703,180,1101,1362,1145,107,173
1551,danger,n,0.97,23244,5503,3745,4981,4085,4808,1360,259,540,466,322,530,176,659,109,179,381,1578,418,340,274,266,561,233,415,942,197,786,880,537,510,536,144,276,1226,320,692,1338,351,39,479,882,176,758,1244,1262,155,326
1561,northern,j,0.94,23783,3423,1489,6043,6870,5900,1206,200,1362,769,112,1211,91,764,76,111,141,2405,866,550,355,627,856,908,303,1290,108,1280,509,677,181,1658,92,105,377,63,312,1121,147,22,278,1081,22,361,613,363,78,74
1571,climb,v,0.92,24367,1636,11612,6385,3430,1045,896,411,616,391,76,2109,178,801,100,464,343,1233,116,205,213,404,621,457,181,114,36,214,45,123,77,302,26,108,238,180,291,332,77,17,70,386,45,2153,4363,2382,631,2083
1581,ticket,n,0.92,23902,4360,3523,3717,11216,942,845,391,192,168,41,767,369,472,153,58,261,3862,99,248,738,625,2986,2263,395,213,29,316,84,93,38,84,10,75,755,305,640,1134,280,64,223,812,147,808,1555,355,107,698
1591,lunch,n,0.94,23220,2454,7059,5616,6400,1352,895,313,235,184,80,712,229,1690,231,276,771,2666,108,268,437,255,2164,322,180,91,260,271,109,129,57,214,66,155,388,225,444,481,81,11,114,496,214,1806,3385,979,403,486
1601,enemy,n,0.97,22621,4764,4436,5446,3853,4011,2117,137,422,1333,363,193,286,209,99,118,169,1472,596,478,165,118,440,143,441,1132,72,418,626,425,422,589,21,306,866,213,770,1083,461,49,378,815,129,944,1378,1572,172,370
1611,impossible,j,0.98,22233,3476,4914,4899,3648,5159,1227,258,718,454,277,615,209,547,115,106,373,1295,314,247,187,288,641,400,276,833,254,747,718,956,499,639,130,383,724,235,508,689,175,32,275,707,131,1058,1971,1364,142,379
1621,commitment,n,0.93,23152,3626,692,4352,4230,10213,1022,226,330,300,706,394,126,430,402,76,340,1355,351,357,299,325,554,571,418,1782,1207,2255,1504,635,1026,1216,288,300,667,153,490,795,213,25,579,567,137,253,244,123,21,51
1631,consequence,n,0.92,23307,3463,1404,4118,2698,11563,1312,153,567,459,314,270,88,476,118,72,289,1052,238,251,192,222,282,125,336,1720,907,2766,1481,933,1184,1617,515,440,710,162,401,781,232,23,384,686,84,331,625,371,33,44
1641,connect,v,0.96,22100,3080,2968,5880,3850,6236,804,335,1588,490,294,529,190,855,228,119,448,1354,135,236,254,499,798,380,194,798,683,950,364,1171,635,1026,300,309,432,227,442,695,193,36,209,751,95,624,1185,723,54,382
1651,regional,j,0.91,23182,1430,270,3370,6753,11334,915,425,208,388,102,586,53,439,107,60,87,2098,497,578,596,1075,769,858,282,3712,387,2082,1877,576,153,1964,514,69,225,29,112,292,45,4,297,415,11,73,119,56,4,18
1661,theme,n,0.93,22494,2929,1130,4369,4299,9724,978,200,382,779,375,209,263,611,229,115,228,1578,112,239,224,300,1448,202,196,1431,1392,2032,438,2475,749,602,177,428,416,152,276,517,101,17,178,1162,110,194,518,190,28,200
1671,yellow,j,0.93,22452,1260,9630,6317,3331,1714,595,139,716,994,54,571,118,2340,175,207,408,1121,87,167,213,118,1069,371,185,375,70,120,89,316,47,523,59,115,179,111,250,185,28,9,41,387,70,2152,4529,1607,325,1017
1681,regulation,n,0.92,22479,2752,519,4451,4470,10266,1541,365,325,197,117,643,66,968,48,33,148,1640,130,525,367,733,308,424,343,906,497,1631,3889,195,322,2071,616,139,508,63,265,623,121,16,452,625,79,99,188,180,11,41
1691,appearance,n,0.97,21146,2888,3005,4951,5604,4615,853,137,899,509,146,542,331,861,255,55,363,1456,172,331,296,208,1149,1826,166,410,158,889,297,1201,558,539,318,245,456,195,366,829,196,32,201,453,160,783,1105,828,89,200
1701,anymore,r,0.94,21771,6181,7812,3352,3658,547,575,287,245,110,110,468,342,334,192,102,587,1219,122,202,224,253,733,753,152,62,29,99,110,72,39,45,20,71,1079,391,1115,1055,290,62,306,1231,652,1707,3469,1370,326,940
1711,but,i,0.97,20961,4496,5677,4530,3971,2158,932,308,523,314,186,678,244,629,189,133,394,1320,229,262,226,338,825,518,253,316,98,303,270,391,207,288,39,246,884,331,817,893,194,38,265,831,243,1269,2515,1316,182,395
1721,muscle,n,0.92,21931,1489,4434,9934,2154,3823,510,137,749,138,30,1351,134,5550,229,396,710,709,55,120,95,122,397,605,51,69,114,278,38,189,86,263,2730,56,303,128,254,316,41,0,45,343,59,1136,1783,1087,146,282
1731,cash,n,0.94,21343,2929,2958,6160,7261,1883,1257,2477,193,311,59,341,380,470,310,67,295,2335,322,498,427,2309,778,423,169,312,31,577,235,93,58,444,76,57,493,262,465,667,201,20,187,526,108,803,1001,357,67,730
1741,content,n,0.91,21821,1368,2100,4563,2500,11207,671,254,989,406,181,544,125,1032,61,104,196,809,83,216,107,380,679,70,156,1031,2177,1865,640,1822,866,1791,511,504,255,37,138,293,107,16,112,362,48,477,809,460,77,277
1751,setting,n,0.90,22004,1148,1279,4613,2465,12473,482,118,1280,496,204,454,97,1042,107,136,197,929,34,125,131,118,870,150,108,646,3085,3989,344,1151,534,1122,1371,231,184,83,153,208,43,5,106,330,36,270,508,316,69,116
1761,duty,n,0.97,20204,3098,3976,3484,3945,5564,1034,195,257,388,250,300,174,358,152,133,243,1409,250,423,440,272,451,352,348,806,370,755,1485,368,636,711,210,223,577,140,424,864,178,42,237,520,116,1067,1340,1158,133,278
1771,slow,j,0.96,20404,2265,6593,4883,3872,2643,776,313,796,290,108,937,141,888,142,127,365,1207,186,220,229,433,754,692,151,393,147,395,265,304,128,641,230,140,384,115,337,503,117,8,183,558,60,1339,2816,1436,165,837
1781,shirt,n,0.90,21486,1758,11755,4192,2759,701,720,257,151,164,47,410,379,814,157,169,924,919,104,140,180,251,691,370,104,82,16,118,34,233,33,53,51,81,262,178,329,290,61,34,57,367,180,2909,5518,1493,372,1463
1791,snow,n,0.92,21011,1741,8064,7507,2589,922,655,53,641,356,39,3765,55,1058,27,587,271,933,60,187,227,65,483,384,250,59,11,92,50,74,28,507,16,85,202,159,298,379,78,27,57,502,39,1962,3769,1247,375,711
1801,soil,n,0.91,20916,1131,1809,7859,2230,7851,603,62,1154,329,107,685,32,4697,33,83,74,934,140,158,240,83,466,57,152,410,21,1067,286,141,146,5256,447,77,142,47,141,195,84,16,60,434,12,364,831,508,39,67
1811,golf,n,0.91,20979,2155,1614,8144,8183,836,505,740,288,377,20,4391,155,968,166,212,322,1593,40,246,509,606,1225,3857,107,23,12,452,50,39,12,169,24,55,334,189,452,548,124,12,63,345,88,510,763,152,53,136
1821,governor,n,0.91,20802,8985,695,2555,6875,1651,1328,139,61,384,72,134,90,143,83,13,108,3286,240,862,1067,232,370,139,679,718,71,213,249,94,148,91,11,56,1281,333,828,2816,1022,125,629,1373,578,305,195,113,58,24
1831,golden,j,0.95,19852,1737,4625,5606,6157,1634,696,206,334,444,85,667,277,1985,264,134,514,2399,87,280,339,249,1559,933,311,196,42,181,87,405,105,408,14,196,227,143,411,343,57,9,98,384,65,1025,1758,1130,226,486
1841,long,c,0.97,19227,4708,3923,4227,3780,2477,788,372,459,249,128,550,139,739,192,155,456,1222,200,223,236,372,551,699,277,445,144,340,437,270,207,402,98,134,949,254,696,1010,278,45,394,830,252,1034,1349,1096,147,297
1851,trust,v,0.95,19482,4656,6256,3574,2935,1867,764,313,267,180,301,343,151,381,238,132,504,1013,162,176,192,357,476,304,255,274,175,382,278,171,251,163,51,122,869,333,652,1036,354,56,266,673,417,1477,1917,1791,278,793
1861,confirm,v,0.96,19327,4028,2052,3704,3327,6114,989,140,874,219,175,240,148,523,82,44,270,1191,429,451,167,275,368,263,183,685,430,1171,501,738,558,929,913,189,739,152,499,1114,342,59,434,612,77,513,679,622,42,196
1871,issue,v,0.95,19300,4077,1067,3898,5647,4550,1199,418,356,337,251,400,153,455,96,49,184,2104,588,695,402,892,423,319,224,919,185,444,1237,268,390,739,202,166,616,179,387,1068,305,52,479,865,126,301,407,237,43,79
